u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution
518,275,60.5309,29.8992,Medvedevskoe,Medvedevskoe.Nazarova.2018.lpd,102.2,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Nazarova, L. B.; Subetto, D. A.; Syrykh, L. S.; Grekov, I. M.; Leontev, P. A.",2018,Reconstructions of paleoecological and paleoclimatic conditions of the Late Pleistocene and Holocene according to the results of chironomid analysis of sediments from Medvedevskoe Lake (Karelian Isthmus),Doklady Earth Sciences,LakeSediment,0,12017.6,chironomid,35,NA,this compilation,wave1,2.912395154
519,276,50.1,6.75,Meerfelder Maar,MeerfelderMaar.Litt.2009.lpd,336.5,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Litt, Thomas; Sch苔lzel, Christian; K _hl, Norbert; Brauer, Achim",2009,Vegetation and climate history in the Westeifel Volcanic Field (Germany) during the past 11 000 years based on annually laminated lacustrine maar sediments,Boreas,LakeSediment,163,10990,pollen,406,9,this compilation,wave1,37.49884548
520,277,43.1,-89.42,Mendota,Mendota.Winkler.1986.lpd,257,North America>United States Of America>Wisconsin,North America>United States Of America>Wisconsin,"Winkler, M. G.; Swain, A. M.; Kutzbach, J. E.",1986,Middle Holocene Dry Period in the northern midwestern United States: Lake levels and pollen stratigraphy,Quaternary Research,LakeSediment,72,10287,pollen,34,7,this compilation,wave1,3.328438571
521,278,48.25,-3.5,Menez-Cam,Menez-Cam.VanZeist.1964.lpd,133,Europe>Western Europe>France,Europe>Western Europe>France,"Van Zeist, W.",1964,"A paleobotanical study of some bogs in western Brittany (Finistere), France",Palaeohistoria,Peat,348.22,5329.04,pollen,40,6,this compilation,wave1,8.030806172
522,279,37.9049,-110.1304,Midden Cluster 1,MiddenCluster1.Harbert.2018.lpd,1835,North America>United States Of America>Utah,North America>United States Of America>Utah,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,0,15211,macrofossils,62,NA,geochange.er.usgs.gov/midden/,wave1,4.075997633
523,280,36.3806,-115.1879,Midden Cluster 2,MiddenCluster2.Harbert.2018.lpd,1297,North America>United States Of America>Nevada,North America>United States Of America>Nevada,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,0,47262,macrofossils,135,NA,geochange.er.usgs.gov/midden/,wave1,2.856417418
524,281,36.0589,-108.0819,Midden Cluster 3,MiddenCluster3.Harbert.2018.lpd,1848,North America>United States Of America>New Mexico,North America>United States Of America>New Mexico,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,0,13745,macrofossils,19,NA,geochange.er.usgs.gov/midden/,wave1,1.382320844
525,282,43.6488,-112.7451,Midden Cluster 4,MiddenCluster4.Harbert.2018.lpd,1517,North America>United States Of America>Idaho,North America>United States Of America>Idaho,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,0,6645,macrofossils,15,NA,geochange.er.usgs.gov/midden/,wave1,2.257336343
526,283,32.4659,-106.0203,Midden Cluster 5,MiddenCluster5.Harbert.2018.lpd,1760,North America>United States Of America>New Mexico,North America>United States Of America>New Mexico,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,0,49968,macrofossils,45,NA,geochange.er.usgs.gov/midden/,wave1,0.900576369
527,284,32.4659,-106.0203,Midden Cluster 6,MiddenCluster6.Harbert.2018.lpd,1237,North America>United States Of America>New Mexico,North America>United States Of America>New Mexico,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,0,35082,macrofossils,61,NA,geochange.er.usgs.gov/midden/,wave1,1.738783422
528,285,34.1548,-116.0048,Midden Cluster 7,MiddenCluster7.Harbert.2018.lpd,573,North America>United States Of America>California,North America>United States Of America>California,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,1178,13803,macrofossils,41,NA,geochange.er.usgs.gov/midden/,wave1,3.247524752
529,286,32.3106,-109.0977,Midden Cluster 8,MiddenCluster8.Harbert.2018.lpd,1339,North America>United States Of America>Arizona,North America>United States Of America>Arizona,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,144,34938,macrofossils,53,NA,geochange.er.usgs.gov/midden/,wave1,1.523251135
530,287,31.6387,-115.5548,Midden Cluster 9,MiddenCluster9.Harbert.2018.lpd,782,North America>Mexico,North America>Mexico,"Harbert, Robert S.; Nixon, Kevin C.",2018,Quantitative Late Quaternary climate reconstruction from plant macrofossil communities in western North America,Open Quaternary,Midden,609,54400,macrofossils,75,NA,geochange.er.usgs.gov/midden/,wave1,1.394285289
531,288,47.49,7.02,Milandre Cave,MilandreCave.Affolter.2019.lpd,491,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Affolter, Stephane; H _uselmann, Anamaria; Fleitmann, Dominik; Edwards, R. Lawrence; Cheng, Hai; Leuenberger, Markus",2019,"Central Europe temperature constrained by speleothem fluid inclusion water isotopes over the past 14,000 years",Science Advances,Speleothem,-19.5,13923,dD,266,8,10.1594/PANGAEA.904948,wave1,19.07835754
532,289,42.088,-111.5187,Minnetonka Cave,MinnetonkaCave.Lundeen.2013.lpd,2346.96,North America>United States Of America>Idaho,North America>United States Of America>Idaho,"Lundeen, Zachary; Brunelle, Andrea; Burns, Stephen J.; Polyak, Victor; Asmerom, Yemane",2013,"A speleothem record of Holocene paleoclimate from the northern Wasatch Mountains, southeast Idaho, USA",Quaternary International,Speleothem,7.286,11121.881,NA,0,18,www.ncdc.noaa.gov/paleo/study/23097,wave1,0
533,290,58.4,27.23,Mire Saviku,MireSaviku.Sarv.1975.lpd,30,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,"Sarv, A.; Il'ves, E.O.",1975,Ueber das Alter der holozaenen Ablagerungen im Muendungsgebiet des Flusses Emajogi (Saviku).,Keemia Geol.,Peat,242.94,10772.55,pollen,74,6,this compilation,wave1,7.02780065
534,291,46.28,7.84,Mittlere Hellelen,MittlereHellelen.Welten.1982.lpd,1538,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Welten, M.",1982,Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis,Denkschriften der Schweizerischen Naturforschenden Gesellschaft,Peat,192.25,10931.4,pollen,95,6,this compilation,wave1,8.84613773
535,292,68.27,-133.47,M Lake,MLake.Ritchie.1977.lpd,105,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Ritchie, J. C.",1977,"The Modern and Late Quaternary vegetation of the Campbell-Dolomite Uplands, near Inuvik, N.W.T., Canada",Ecological Monographs,LakeSediment,0,10699,pollen,71,7,this compilation,wave1,6.636134218
536,293,-37.92,175.37,Moanatuatua,Moanatuatua.Jara.2017.lpd,60,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"Jara, Ignacio A.; Newnham, Rewi M.; Alloway, Brent V.; Wilmshurst, Janet M.; Rees, Andrew B.H.",2017,"Pollen-based temperature and precipitation records of the past 14,600 years in northern New Zealand (37掳S) and their linkages with the Southern Hemisphere atmospheric circulation",The Holocene,Peat,-91.5,14637.9,pollen,146,7,this compilation,wave1,9.912148492
537,294,41.82,-73.29,Mohawk,Mohawk.Webb.1986.lpd,360,North America>United States Of America>Connecticut,North America>United States Of America>Connecticut,"Gaudreau, D.C.",1986,Late-Quaternary vegetational history of the northeast: Paleoecological implications of topographic patterns in pollen distributions,NA,LakeSediment,215,10887,pollen,43,7,this compilation,wave1,4.029235382
538,295,43.77,-69.3,Monhegan Island Meadow,MonheganIslandMeadow.Bostwick.1978.lpd,3,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Bostwick, L.G.",1978,An environmental framework for cultural change in Maine: Pollen influx and percentage diagrams from Monhegan Island,NA,LakeSediment,50,10802,pollen,35,7,this compilation,wave1,3.255208333
539,296,46.86,-98.16,Moon,Moon.Grimm.1996.lpd,444,North America>United States Of America>North Dakota,North America>United States Of America>North Dakota,"Laird, Kathleen R.; Fritz, Sherilyn C.; Grimm, Eric C.; Mueller, Pietra G.",1996,"Century scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains",Limnology and Oceanography,LakeSediment,-32,10880,pollen,169,7,this compilation,wave1,15.48753666
540,297,47,11.76,Moor Alpenrose,MoorAlpenrose.Weirich.1980.lpd,1880,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Weirich, J.; Bortenschlager, S.",1980,Beitraege zur Vegetationsgeschichte Tirols III: Stubaier Alpen - Zillertaler Alpen,Ber. nat.-med. Verein Innsbruck,Peat,4.7,10703.61,pollen,47,6,this compilation,wave1,4.392970873
541,298,50.14,11.88,Moor im Weissenstadter Forst,MoorimWeissenstadterForst.Hahne.1992.lpd,725,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Hahne, J _rgen",1992,"Untersuchungen zur sp _t- und postglazialen Vegetationsgeschichte im nord苔stlichen Bayern (Bayerisches Vogtland, Fichtelgebirge, Steinwald)",Flora,Peat,66.19,7029.5,pollen,34,6,this compilation,wave1,4.882735366
542,299,61.3742,-143.5988,Moose Lake,MooseLake.Clegg.2010.lpd,437,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Clegg, Benjamin F.; Clarke, Gina H.; Chipman, Melissa L.; Chou, Michael; Walker, Ian R.; Tinner, Willy; Hu, Feng Sheng",2010,Six millennia of summer temperature variation based on midge analysis of lake sediments from Alaska,Quaternary Science Reviews,LakeSediment,-20.035,6007.664,chironomid,128,8,www.ncdc.noaa.gov/paleo/study/15444,wave1,21.23530057
543,300,52.27,-58.05,Moraine,Moraine.Hansen.1985.lpd,385,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"Engstrom, D. R.; Hansen, B. C. S.",1985,Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy,Canadian Journal of Botany,LakeSediment,146,10728,pollen,43,7,this compilation,wave1,4.063504064
544,301,-52.5,169.1625,Mount Honey,MountHoney.McGlone.2010.lpd,120,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"McGlone, Matt S.; Turney, Chris S. M.; Wilmshurst, Janet M.; Renwick, James; Pahnke, Katharina",2010,"Divergent trends in land and ocean temperature in the Southern Ocean over the past 18,000 years",Nature Geoscience,Peat,-17.917,12563,pollen,109,8,this compilation,wave1,8.663915357
545,302,78.9157,6.7672,MSM055-712-2,MSM055_712-2.Werner.2015.lpd,-1389,Arctic Ocean,Arctic Ocean,"Werner, Kirstin; M _ller, Juliane; Husum, Katrine; Spielhagen, Robert F.; Kandiano, Evgenia S.; Polyak, Leonid",2016,Holocene sea subsurface and surface water masses in the Fram Strait     Comparisons of temperature and sea-ice reconstructions,Quaternary Science Reviews,MarineSediment,421,11953,foraminifera,169,7,10.1594/PANGAEA.849326,wave1,14.6548734
546,303,79.161,5.3378,MSM055-713-2,MSM055_723-2.Werner.2015.lpd,-1351,Arctic Ocean,Arctic Ocean,"Werner, Kirstin; M _ller, Juliane; Husum, Katrine; Spielhagen, Robert F.; Kandiano, Evgenia S.; Polyak, Leonid",2016,Holocene sea subsurface and surface water masses in the Fram Strait     Comparisons of temperature and sea-ice reconstructions,Quaternary Science Reviews,MarineSediment,-59,12016,foraminifera,127,7,10.1594/PANGAEA.849328,wave1,10.51759834
547,304,68.4719,-54.002,MSM343300,MSM343300.Ouellet-Bernier.2014.lpd,-519,Atlantic Ocean>North Atlantic Ocean>Davis Strait,Atlantic Ocean>North Atlantic Ocean>Davis Strait,"Ouellet-Bernier, Marie-Mich态le; de Vernal, Anne; Hillaire-Marcel, Claude; Moros, Matthias",2014,"Paleoceanographic changes in the Disko Bugt area, west Greenland, during the Holocene",The Holocene,MarineSediment,803,10129,dinocyst,137,8,this compilation,wave1,14.69011366
548,305,47.98,-93.39,Myrtle,Myrtle.Janssen.1968.lpd,393,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Janssen, C. R.",1968,Myrtle Lake: A late- and post-glacial pollen diagram from northern Minnesota,Canadian Journal of Botany,LakeSediment,28,10934,pollen,82,7,this compilation,wave1,7.518796992
549,306,31.1,99.75,Lake Nalengcuo,Nalengcuo.Opitz.2015.lpd,4200,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Opitz, Stephan; Zhang, Chengjun; Herzschuh, Ulrike; Mischke, Steffen",2015,Climate variability on the south-eastern Tibetan Plateau since the Lateglacial based on a multiproxy approach from Lake Naleng     comparing pollen and non-pollen signals,Quaternary Science Reviews,LakeSediment,NA,NA,pollen,191,9,this compilation,wave1,0
550,307,61.8,24.7,Nautajarvi,Nautajarvi.Seppa.2009.lpd,104,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,Last nine-thousand years of temperature variability in northern Europe,Climate of the Past,LakeSediment,51,8998,pollen,240,NA,www.ncdc.noaa.gov/paleo/study/15444,wave1,26.82463396
551,308,57.65,-71.65,Nedlouc,Nedlouc.Larouche.1981.lpd,330,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA,LakeSediment,81,4154,pollen,13,7,this compilation,wave1,3.191750552
552,309,-9,-77.5,Nevado Huascaran Core 2,NevadoHuascaran.Thompson.1995.lpd,6048,South America>Peru,South America>Peru,"Thompson, L. G.; Mosley-Thompson, E.; Davis, M. E.; Lin, P. -N.; Henderson, K. A.; Cole-Dai, J.; Bolzan, J. F.; Liu, K. -b.",1995,"Late Glacial stage and Holocene tropical ice core records from Huascaran, Peru",Science,GlacierIce,-43,56,NA,NA,NA,www.ncdc.noaa.gov/paleo/study/2447,wave1,0
553,310,75.1,-42.32,NGRIP,NGRIP.NGRIP.2004.lpd,2917,North America>Greenland,North America>Greenland,North Greenland Ice Core Project members,2004,High-resolution record of Northern Hemisphere climate extending into the last interglacial period,Nature,GlacierIce,-40,41700,NA,0,NA,10.1594/PANGAEA.586838,wave1,0
554,311,73.3259,124.1933,Lake Nikolay,Nikolay.Andreev.2004.lpd,10,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Andreev, Andrei; Tarasov, Pavel; Schwamborn, Georg; Ilyashuk, Boris; Ilyashuk, Elena; Bobrov, Anatoly; Klimanov, Vladimir; Rachold, Volker; Hubberten, Hans-Wolfgang",2004,"Holocene paleoenvironmental records from Nikolay Lake, Lena River Delta, Arctic Russia","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,-49,10561,pollen,20,8,this compilation,wave1,1.885014138
555,312,73.33,124.2,Nikolay Lake,NikolayLake.Andreev.2004.lpd,10,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Andreev, Andrei; Tarasov, Pavel; Schwamborn, Georg; Ilyashuk, Boris; Ilyashuk, Elena; Bobrov, Anatoly; Klimanov, Vladimir; Rachold, Volker; Hubberten, Hans-Wolfgang",2004,"Holocene paleoenvironmental records from Nikolay Lake, Lena River Delta, Arctic Russia","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,59.322,10203.4,chironomid,21,8,this compilation,wave1,2.070173356
556,313,68.37,18.7,Njulla,Njulla.Larocque.2004.lpd,999,NA,Europe>Northern Europe>Scandinavia>Sweden,NA,NA,NA,NA,LakeSediment,-48,9476.78,chironomid,52,9,www.ncdc.noaa.gov/paleo/study/6349,wave1,5.459443683
557,314,49.07,-120.02,North Crater Lake,NorthCraterLake.Palmer.2002.lpd,2120,North America>Canada>British Columbia,North America>Canada>British Columbia,"Palmer, Samantha; Walker, Ian; Heinrichs, Markus; Hebda, Richard; Scudder, Geoffrey",2002,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)",Journal of Paleolimnology,LakeSediment,7.341,12602.386,chironomid,47,8,this compilation,wave1,3.731626207
558,315,75.1,-42.32,North GRIP,NorthGRIP.Gkinis.2014.lpd,2925,North America>Greenland,North America>Greenland,"Gkinis, V.; Simonsen, S.B.; Buchardt, S.L.; White, J.W.C.; Vinther, B.M.",2014,"Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years     Glaciological and paleoclimatic implications",Earth and Planetary Science Letters,GlacierIce,150,16000,isotope diffusion,1586,NA,10.1594/PANGAEA.871563,wave1,100.0630915
559,316,42.65,-73.05,North Pond,NorthPond.Whitehead.1978.lpd,586,North America>United States Of America>Massachusetts,North America>United States Of America>Massachusetts,"Whitehead, D.R.; Crisman, Thomas L.",1978,Paleolimnological studies of small New England (USA) ponds. Part I. Late-glacial and postglacial trophic oscillations,Polskie Archiwum Hydrobiologii,LakeSediment,-105,10841,pollen,55,7,this compilation,wave1,5.024666545
560,317,47.62,8.82,Nussbaumer Seen,NussbaumerSeen.Rsch.1995.lpd,444,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"R苔sch, Manfred",1995,Geschichte des Nussbaumer Sees aus botanisch-苔kologischer Sicht,NA,LakeSediment,8.46,10929.51,pollen,107,6,this compilation,wave1,9.797592722
561,318,45.22,-79.45,Nutt Lake,Nutt.Bennett.1987.lpd,305,North America>Canada>Ontario,North America>Canada>Ontario,"Bennett, K. D.",1987,Holocene history of forest trees in southern Ontario,Canadian Journal of Botany,LakeSediment,113,10659,pollen,83,7,this compilation,wave1,7.870282572
562,319,20.75,-18.58,ODP658C,ODP658C_UK37.Zhao.1995.lpd,-2263,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Zhao, M.",1995,Molecular stratigraphy of cores off northwest Africa: Sea surface temperature history over the last 80 Ka,Paleoceanography,MarineSediment,137,22589,alkenone,418,8,10.1594/PANGAEA.52711,wave1,18.6174951
563,320,20.8,-18.6,ODP658C,ODP658C.deMenocal.1997.lpd,-2263,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"deMenocal, P.",2000,Coherent high- and low-latitude climate variability during the Holocene Warm Period,Science,MarineSediment,88,14350,foraminifera,163,NA,www.ncdc.noaa.gov/paleo/study/2561,wave1,11.42897209
564,321,56.2012,158.8582,Olive-backed Lake,Olive-backedLake.Self.2015.lpd,693,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Self, A.E.; Klimaschewski, A.; Solovieva, N.; Jones, V.J.; Andren, E.; Andreev, A.A.; Hammarlund, D.; Brooks, S.J.",2015,The relative influences of climate and volcanic activity on Holocene lake development inferred from a mountain lake in central Kamchatka,Global and Planetary Change,LakeSediment,NA,NA,chironomid,66,7,this compilation,wave1,0
565,322,51.7,23.96,Oltush Lake,OltushLake.EPD.lpd,158,Europe>Eastern Europe>Belarus,Europe>Eastern Europe>Belarus,NA,NA,NA,NA,Peat,408.89,10885.71,pollen,42,6,this compilation,wave1,4.008850014
566,323,42.083,-123.416,OregonCaves,OregonCaves.Ersek.2012.lpd,1390,North America>United States Of America>Oregon,North America>United States Of America>Oregon,"Ersek, Vasile; Clark, Peter U.; Mix, Alan C.; Cheng, Hai; Lawrence Edwards, R.",2012,Holocene winter climate variability in mid-latitude western North America,Nature Communications,Speleothem,234.28,7991.74,NA,0,12,www.ncdc.noaa.gov/paleo/study/13543,wave1,0
567,324,44.16,10.78,Ospitale,Ospitale.Watson.1996.lpd,1225,Europe>Southern Europe>Italy,Europe>Southern Europe>Italy,"Watson, Clare S.",1996,"The vegetational history of the northern Apennines, Italy: Information from three new sequences and a review of regional vegetational change",Journal of Biogeography,Peat,-38.24,6278.5,pollen,51,6,this compilation,wave1,8.073784895
568,325,53.79,17.6,Ostrowite,Ostrowite.Milecka.2002.lpd,121,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Milecka, K.; Szeroczynska, K.",2002,Tymczasowa informacja o paleoekologii i paleolimnologii Jeziora Ostrowite na podstawie glebokowodnego rdzenia (z SW czesci zbionika),"Park Narodowy ""Bory Tucholskie"". (National Park ""Bory Tucholskie"")",LakeSediment,5.91,10507.36,pollen,125,6,this compilation,wave1,11.90311814
569,326,50.91,0.68,Pannel Bridge,PannelBridge.Waller.1993.lpd,3,Europe>Northern Europe>British Isles>United Kingdom,Europe>Northern Europe>British Isles>United Kingdom,"Waller, M. P.",1993,"Flandrian vegetational history of southeastern England. Pollen data from Pannel Bridge, East Sussex",New Phytologist,Peat,299.41,10975.46,pollen,143,6,this compilation,wave1,13.39446705
570,327,43.47,-109.96,Park Pond 1,ParkPond1.Lynch.1998.lpd,2705,North America>United States Of America>Wyoming,North America>United States Of America>Wyoming,"Lynch, Elizabeth A.",1998,"Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming",Ecology,LakeSediment,227,5233,pollen,23,8,this compilation,wave1,4.594486616
571,328,43.87,-64.93,Path Lake,PathLake.Neil.2014.lpd,15,North America>Canada>Nova Scotia,North America>Canada>Nova Scotia,"Neil, Karen; Gajewski, Konrad; Betts, Matthew",2014,"Human-ecosystem interactions in relation to Holocene environmental change in Port Joli Harbour, southwestern Nova Scotia, Canada",Quaternary Research,LakeSediment,7,9121,pollen,121,12,this compilation,wave1,13.27627825
572,329,53.83,36.25,Peatland Klukva,PeatlandKlukva.Novenko.2015.lpd,252,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Novenko, Elena Yu.; Tsyganov, Andrey N.; Volkova, Elena M.; Babeshko, Kirill V.; Lavrentiev, Nikita V.; Payne, Richard J.; Mazei, Yuri A.",2015,"The Holocene paleoenvironmental history of central European Russia reconstructed from pollen, plant macrofossil, and testate amoeba analyses of the Klukva Peatland, Tula Region",Quaternary Research,Peat,-16,9450,pollen,55,9,this compilation,wave1,5.810268329
573,330,59.2933,163.13,Pechora Lake,PechoraLake.Andren.2015.lpd,45,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Andren, Elinor; Klimaschewski, Andrea; Self, Angela E.; St. Amour, Natalie; Andreev, Andrei A.; Bennett, Keith D.; Conley, Daniel J.; Edwards, Thomas W.D.; Solovieva, Nadia; Hammarlund, Dan",2015,"Holocene climate and environmental change in north-eastern Kamchatka (Russian far east), inferred from a multi-proxy study of lake sediments",Global and Planetary Change,LakeSediment,474,10034,chironomid,59,8,this compilation,wave1,6.171548117
574,331,-29.0011,19.135,Pella,Pella.Lim.2016.lpd,490,Africa>Southern Africa>South Africa,Africa>Southern Africa>South Africa,"Lim, Sophak; Chase, Brian M.; Chevalier, Manuel; Reimer, Paula J.",2016,"50,000 years of vegetation and climate change in the southern Namib Desert, Pella, South Africa","Palaeogeography, Palaeoclimatology, Palaeoecology",Midden,500,12000,pollen,116,7,this compilation,wave1,10.08695652
575,332,67.25,-66.75,Penny,Penny.Fisher.1998.lpd,1900,North America>Canada>Nunavut,North America>Canada>Nunavut,"Fisher, David A.; Koerner, Roy M.; Bourgeois, Jocelyne C.; Zielinski, Greg; Wake, Cameron; Hammer, Claus U.; Clausen, H. B.; Gundestrup, N.; Johnsen, Sigfus; Goto-Azuma, Kumiko; Hondoh, Takeo; Blake, Erik; Gerasimoff, Mike",1998,"Penny Ice Cap cores, Baffin Island, Canada, and the Wisconsinan Foxe Dome connection: Two states of Hudson Bay ice cover",Science,GlacierIce,-32.7,11787.3,NA,0,NA,www.ncdc.noaa.gov/paleo/study/2474,wave1,0
576,333,51.65,-100.9,Perch Lake Manitoba,PerchLake_Manitoba.Ritchie.NA.lpd,701,North America>Canada>Manitoba,North America>Canada>Manitoba,NA,NA,NA,NA,LakeSediment,-14,6058,pollen,45,7,this compilation,wave1,7.411067194
577,334,46.03,-77.34,Perch Lake ON,PerchLake_ON.Terasmae.1975.lpd,160,North America>Canada>Ontario,North America>Canada>Ontario,"Boyko-Diakonow, M.; Terasmae, J.; Barry, P.J.",1975,"Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario",NA,LakeSediment,-10,10722,pollen,65,7,this compilation,wave1,6.056653
578,335,30.96,120.64,Pingwang,Pingwang.Li.2018.lpd,1.6,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Li, Jianyong; Dodson, John; Yan, Hong; Wang, Weiming; Innes, James B.; Zong, Yongqiang; Zhang, Xiaojian; Xu, Qinghai; Ni, Jian; Lu, Fengyan",2018,Quantitative Holocene climatic reconstructions for the lower Yangtze region of China,Climate Dynamics,Peat,2271,9006,pollen,51,9,this compilation,wave1,7.572383073
579,336,48.6,-124.2,Pixie,Pixie.Brown.2002.lpd,70,North America>Canada>British Columbia,North America>Canada>British Columbia,"Brown, K J; Hebda, R J",2002,"Origin, development, and dynamics of coastal temperate conifer rainforests of southern Vancouver Island, Canada",Canadian Journal of Forest Research,LakeSediment,19,10754,pollen,108,7,this compilation,wave1,10.0605496
580,337,-84,43,Plateau Remote,PlateauRemote.MosleyThompson.1996.lpd,3330,Antarctica,Antarctica,"Mosley-Thompson, Ellen",1996,Holocene climate changes recorded in an East Antarctica ice core,Climatic Variations and Forcing Mechanisms of the Last 2000 Years,GlacierIce,5,3955,NA,0,NA,this compilation,wave1,0
581,338,-42.6734,146.5868,Platypus Tarn,PlatypusTarn.Rees.2010.lpd,941,Australia/New Zealand>Australia,Australia/New Zealand>Australia,"Rees, Andrew B.H.; Cwynar, Les C.",2010,"Evidence for early postglacial warming in Mount Field National Park, Tasmania",Quaternary Science Reviews,LakeSediment,31.369,15862.851,chironomid,52,8,this compilation,wave1,3.284594582
582,339,45.04,-93.63,Pogonia Bog,PogoniaBog.Cushing.1979.lpd,292,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Swain, P.C.",1979,The development of some bogs in eastern Minnesota,NA,LakeSediment,-24,10912,pollen,68,7,this compilation,wave1,6.217995611
583,340,47.08,-64.8,Point Escuminac,PointEscuminac.Warner.1991.lpd,29,Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence,Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence,"Warner, Barry G.; Tolonen, Kimmo; Tolonen, Mirjami",1991,"A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick",Canadian Journal of Earth Sciences,LakeSediment,261,10889,pollen,107,7,this compilation,wave1,10.06774558
584,341,44.03,-70.35,Poland Spring,PolandSpring.Jacobson.Ja.lpd,94,North America>United States Of America>Maine,North America>United States Of America>Maine,"Jacobson, G.L., Jr.",1975,A palynological study of the history and ecology of white pine in Minnesota,NA,LakeSediment,-38,10892,pollen,52,7,this compilation,wave1,4.757548033
585,342,44.7144,21.747,Poleva Cave,PolevaCave.Constantin.2007.lpd,390,Europe>Eastern Europe>Romania,Europe>Eastern Europe>Romania,"Constantin, Silviu; Bojar, Ana-Voica; Lauritzen, Stein-Erik; Lundberg, Joyce",2007,"Holocene and Late Pleistocene climate in the sub-Mediterranean continental environment: A speleothem record from Poleva Cave (Southern Carpathians, Romania)","Palaeogeography, Palaeoclimatology, Palaeoecology",Speleothem,2410,74130,NA,0,18,www.ncdc.noaa.gov/paleo/study/5540,wave1,0
